id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
7106,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7107,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7108,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7109,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7110,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7111,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7112,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7113,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7114,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7115,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7116,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7117,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7118,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7119,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7120,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7121,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7122,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7123,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7124,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7125,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7126,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7127,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7128,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7129,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7130,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7131,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7132,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7133,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7134,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7135,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7136,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7137,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7138,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7139,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7140,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7141,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7142,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7143,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7144,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7145,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7146,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7147,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7148,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7149,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7150,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7151,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7152,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7153,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7154,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7155,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7156,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7157,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7158,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7159,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7160,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7161,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7162,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7163,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7164,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7165,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7166,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7167,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7168,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7169,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7170,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7171,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7172,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7173,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7174,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7175,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7176,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7177,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7178,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7179,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7180,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7181,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7182,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7183,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7184,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7185,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7186,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7187,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7188,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7189,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7190,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7191,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7192,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7193,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7194,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7195,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7196,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7197,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7198,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7199,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7200,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7201,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7202,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7203,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7204,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7205,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7206,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7207,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7208,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7209,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7210,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7211,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7212,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7213,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7214,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7215,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7216,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7217,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7218,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7219,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7220,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7221,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7222,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7223,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7224,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7225,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7226,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7227,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7228,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7229,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7230,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7231,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7232,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7233,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7234,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7235,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7236,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7237,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7238,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7239,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7240,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7241,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7242,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7243,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7244,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7245,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7246,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7247,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7248,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7249,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7250,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7251,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7252,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7253,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7254,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7255,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7256,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7257,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7258,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7259,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7260,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7261,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7262,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7263,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7264,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7265,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7266,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7267,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7268,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7269,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7270,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7271,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7272,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7273,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7274,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7275,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7276,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7277,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7278,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7279,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7280,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7281,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7282,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7283,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7284,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7285,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7286,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7287,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7288,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7289,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7290,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7291,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7292,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7293,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7294,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7295,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7296,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7297,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7298,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7299,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7300,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7301,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7302,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7303,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7304,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7305,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7306,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7307,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7308,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7309,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7310,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7311,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7312,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7313,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7314,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7315,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7316,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7317,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7318,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7319,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7320,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7321,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7322,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7323,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7324,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7325,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7326,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7327,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7328,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7329,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7330,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7331,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7332,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7333,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7334,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7335,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7336,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7337,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7338,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7339,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7340,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7341,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7342,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7343,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7344,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7345,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7346,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7347,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7348,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7349,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7350,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7351,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7352,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7353,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7354,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7355,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7356,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7357,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7358,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7359,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7360,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7361,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7362,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7363,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7364,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7365,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7366,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7367,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7368,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7369,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7370,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7371,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7372,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7373,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7374,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7375,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7376,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7377,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7378,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7379,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7380,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7381,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7382,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7383,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7384,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7385,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7386,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7387,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7388,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7389,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7390,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7391,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7392,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7393,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7394,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7395,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7396,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7397,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7398,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7399,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7400,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7401,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7402,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7403,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7404,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7405,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
